"","terms","tdif","degree","frequency","ratio","apmis","agg"
"harder","harder",-0.567708788887598,2932,872,0.568697385886136,0.371102389077663,0.124030328692067
"imposs","imposs",-0.35762081476868,4337,1301,0.550557425567636,0.170061066267314,0.120999225688757
"note","note",0.198494580253611,5217,2560,-0.265670904759274,-0.426617734993926,0.119813803496088
"previou","previou",0.0450366806887744,3973,2196,-0.409735975209778,-0.71917482541911,0.118158510299369
"fight","fight",-0.342393728536064,3473,1328,0.0980132120419191,0.591728835071342,0.115782772859066
"video","video",0.175898352410516,475,2481,-1.42883697253542,-1.59887119196875,0.115310857281281
"ideal","ideal",-0.559572527067444,2978,890,0.558417886201429,0.345559273218687,0.114801544117557
"suppos","suppos",0.127570152987833,1293,2390,-1.20863774687679,-1.41962719623259,0.112853200781214
"framework","framework",-0.701301598529858,2097,612,0.609068038144595,0.428076155379239,0.111947531664659
"isp","isp",-0.593465734430094,2898,812,0.698833026022952,0.229327640198795,0.111564977263884
"indic","indic",-0.361251987977382,4165,1290,0.484470797804186,0.206419169525095,0.109879326450633
"term","term",0.0326295324117877,1045,2163,-1.24509868171693,-1.54021244713232,0.109247765942392
"usb","usb",0.166312256430039,594,2405,-1.39385548449893,-1.55251645541866,0.108324409116591
"award","award",-0.460319732113039,2356,1084,-0.180286490592713,0.96029653625507,0.106563437849773
"infosec","infosec",-0.713897387357621,2099,589,0.695495360183611,0.336685957757838,0.106094643527943
"lab","lab",-0.614947965709296,2786,774,0.718057708705572,0.212369044892109,0.105159595962795
"properli","properli",-0.0517420055250392,3480,1974,-0.438890545098003,-0.803084969676732,0.10415080635123
"pleas","pleas",0.564025553849217,4003,3468,-0.82231114195184,-0.568769592963438,0.103494668286938
"bar","bar",-0.643558367959931,1825,724,0.0384873877214888,0.914490230353122,0.103139750038227
"imag","imag",0.0929769195842188,6178,2266,0.168050833844443,0.0435207770623822,0.101516176830348
"languag","languag",-0.14833927750959,5272,1731,0.369161954118803,-0.0793212330788312,0.100047969896015
"python","python",0.170946095413767,3229,2470,-0.725915951089844,-0.855075246086618,0.100035130136847
"scan","scan",0.0287543537284782,2290,2111,-0.866076219424109,-1.1373587431874,0.100012292497257
"port","port",0.0303097294399056,3902,2100,-0.378933396545218,-0.643985622466342,0.0984539851203432
"maintain","maintain",-0.236869850956414,4739,1555,0.370390401839375,-0.159099656957115,0.0975400692800254
"respons","respons",-0.149811298461747,2579,1748,-0.62001279892088,-1.05860069101863,0.0962588645453349
"hire","hire",-0.473896316666732,3384,1054,0.473096391369837,0.289035462534796,0.0960785124126338
"quickli","quickli",-0.190528995040269,3166,1664,-0.350869662521369,-0.829434763882682,0.096012035440348
"wait","wait",0.214445149025547,174,2591,-1.50713972329072,-1.57963533478371,0.0956469201728471
"mobil","mobil",0.0585489173037009,4814,2203,-0.172871788054046,-0.399621656968583,0.095099595406079
"integr","integr",-0.535846959296892,3200,932,0.613481361132398,0.205585490756684,0.0944066308640635
"inject","inject",-0.578395597938935,2939,845,0.641596197726888,0.218233998900805,0.0938115328962524
"popular","popular",0.000433022843418259,3876,2090,-0.381169590349023,-0.658366584394231,0.0925433389628753
"flag","flag",-0.610409231008293,2398,783,0.37983426456569,0.504185358953156,0.0912034641701842
"guarante","guarante",-0.563400032307117,2721,879,0.400612177342995,0.436193559984329,0.0911352350067358
"git","git",0.518744737270789,6368,3261,-0.319289536262341,-0.0591297303293447,0.0861949771125975
"kind","kind",-0.641301331127413,2583,729,0.682608204612137,0.215671937407532,0.0856596036307519
"publish","publish",-0.1294354443715,3067,1784,-0.466449395693947,-0.851258874673412,0.085124678202655
"offici","offici",0.214892090470982,4517,2600,-0.455023771543843,-0.489829130555508,0.0832324831608825
"secret","secret",0.135309182257331,2223,2375,-0.959809280674221,-1.07396637775682,0.0831554264466424
"step","step",0.103448258362226,1404,2325,-1.16903468092283,-1.31462670688538,0.0830134281082577
"feed","feed",-0.672987678352753,1990,666,0.332844978344419,0.585649193773143,0.0818354979216033
"record","record",0.0266765399310042,2886,2122,-0.692685816763292,-0.908845927929537,0.0809455503657498
"inform","inform",-0.559555733486645,2915,888,0.518472772333409,0.283451205870668,0.0807894149058104
"intend","intend",-0.339921919325847,4218,1339,0.434975364455702,0.146049484242,0.0803676431239515
"push","push",0.0319469861594591,3139,2152,-0.630569118241731,-0.838203247638302,0.07986037185201
"folder","folder",-0.269962197324341,4277,1461,0.294707023489998,0.212346708337315,0.0790305115009905
"kali","kali",-0.582116522851515,2834,835,0.588620665386334,0.225406509606313,0.0773035507137108
"ignor","ignor",-0.0833081965816782,5177,1900,0.167009351182438,0.147486003565486,0.0770623860554153
"modern","modern",-0.0616480032781683,4613,1947,-0.0569076223619011,-0.348206084668285,0.076550153009405
"fedora","fedora",-0.649284242041823,2096,698,0.342216991727354,0.529647540853706,0.0741934301797459
"perhap","perhap",0.0290148305603269,4097,2158,-0.353469528785326,-0.547011025994128,0.0741854425897096
"independ","independ",-0.524348120087927,3059,957,0.46416432806683,0.279864541884376,0.073226916621093
"liter","liter",0.176572070034383,5725,2505,-0.109733482231486,-0.150439373874507,0.072425987225801
"explicit","explicit",-0.739645231595759,1705,544,0.424945992278447,0.531345729498432,0.0722154967270401
"exclus","exclus",-0.167272092805626,3548,1718,-0.248472291889409,0.628430346055201,0.0708953204533887
"obtain","obtain",-0.442981494051804,3298,1119,0.307197335600551,-0.347410756137729,0.0705421992288254
"organ","organ",0.201886482399947,4194,2555,-0.515386047053205,-0.52359327664726,0.0700312373313337
"intent","intent",-0.582815388063436,2815,842,0.556630704416989,0.23502560772654,0.0696136413600309
"team","team",0.209811832796103,952,2569,-1.31600173840709,-1.3133473586588,0.0690524843492687
"legal","legal",-0.121037801909093,4995,1797,0.201591128625761,-0.122797541684175,0.067783622800281
"creativ","creativ",-0.678159979580743,1730,659,0.104299402539607,0.77396397355979,0.0667011321728846
"quick","quick",0.20610128856348,3087,2580,-0.795699418769998,-0.786786795908063,0.0657295552338484
"slow","slow",0.00220110993325288,1777,2086,-1.01280740326858,-1.20737957700001,0.0655910945548954
"honest","honest",-0.615358345083789,2404,779,0.394592708722357,0.40965339951598,0.0629625877181826
"malwar","malwar",-0.462616991028761,3524,1080,0.506066056930493,-0.14499692205319,0.0628153293183074
"flask","flask",-0.643986725191399,2168,716,0.358008400184808,0.465301682466825,0.0597744524867449
"illeg","illeg",-0.355886097474858,3815,1290,0.313553545925122,0.218281528011486,0.0586496588205833
"pull","pull",0.0682036977116073,3193,2244,-0.653082094448053,-0.759537279942064,0.0582196277352059
"upgrad","upgrad",0.0478242307667391,711,2173,-1.34332577724918,-1.469463384025,0.0579872791808533
"firefox","firefox",-0.480124530408695,2979,1042,0.251541561366204,0.402229100061819,0.0578820436731091
"invest","invest",-0.727077216433166,1918,567,0.581504772019125,0.309493696023406,0.0546404172031217
"unfortun","unfortun",-0.00444080712761581,599,2089,-1.36881197586184,-1.53695202140858,0.054566412806375
"legitim","legitim",-0.585950479601185,2881,836,0.621479141714761,0.124556021258829,0.0533615611241349
"tag","tag",0.329407740055936,876,2842,-1.3552720542833,-1.18515620355081,0.0530972964411481
"ubuntu","ubuntu",0.0499222504221506,828,2167,-1.30874289091132,-1.41736119110213,0.0528468502043205
"level","level",-0.347263553976614,4247,1323,0.472782870408115,-0.0324982738674933,0.0526725300996647
"posit","posit",-0.029000457235805,3465,2014,-0.46563902599782,-0.644867543118934,0.0500760199617694
"locat","locat",-0.275760290884187,4355,1471,0.315573612891587,-0.109581842244355,0.0497983880839184
"idea","idea",-0.195020495163667,4263,1646,0.0820780065030034,0.256651313810806,0.0479029417167144
"rout","rout",-0.0355146654226008,2351,1959,-0.793437597600415,-0.961169410043822,0.0440723823402688
"hide","hide",-0.43940114528111,3273,1130,0.275186836388275,0.293404122174187,0.0430632710937838
"success","success",-0.0126199378481383,1297,2063,-1.1533960518918,-1.29165206626024,0.0418786921734324
"imagin","imagin",-0.536189738179261,2756,937,0.303435056993176,0.355148897127478,0.0407980719804641
"escap","escap",-0.639890788830778,1993,727,0.177508249759565,0.584038839101215,0.0405521000100008
"stuff","stuff",-0.0856481912166311,1334,1898,-1.10668571276063,-1.31269643227872,0.0401208427671523
"interact","interact",-0.458012086441956,3342,1090,0.382023489843018,0.195183318926504,0.0397315741091888
"logic","logic",-0.17884371672083,4560,1673,0.167579909039357,-0.115356401548196,0.0346975312889075
"login","login",-0.494371080639532,3346,1011,0.53544166965536,-0.0626299512262256,0.0345668467473514
"regular","regular",-0.0256115580051167,2661,2022,-0.720412506688585,-0.849621181043062,0.0345323721164537
"job","job",-0.243663294154737,4476,1529,0.29467966944228,0.0515560624066807,0.0341908125647411
"graphic","graphic",-0.462214634424298,3017,1075,0.218523553880363,0.346075408054374,0.0341281091701465
"remain","remain",-0.196590388484093,2548,1650,-0.576645653588995,-0.873232833789253,0.0333322639053885
"info","info",-0.0284829743412877,4893,2028,-0.0295451386900978,0.156639894822652,0.0328705939304223
"lack","lack",-0.536265250349928,3043,936,0.498573036260508,0.135333140912453,0.0325469756076774
"track","track",-0.0264295043542523,748,2015,-1.31559625470286,-1.43695765966749,0.0316439668701246
"sort","sort",-0.0627837590814062,1578,1937,-1.0362465111061,-1.19174628653017,0.0309053387808849
"reli","reli",-0.234394283549901,2543,1568,-0.527781020563025,-0.853663439033357,0.0304960449734768
"shit","shit",0.0627346027226215,1798,2233,-1.04221029527884,-1.06874925026385,0.0297578525692125
"kernel","kernel",-0.120989917776791,4879,1770,0.187016841483131,-0.0211262616798303,0.0290510617953903
"plan","plan",0.0035405743015181,3596,2098,-0.469698095216923,-0.548639897798303,0.0274941256276327
"regard","regard",-0.164182015863871,2535,1723,-0.622614135188341,-0.864375585981916,0.0258598116432345
"voucher","voucher",0.593465874681651,128,3551,-1.52673712808765,-0.999035269229437,0.0219213386078134
"member","member",-0.167732594711898,4177,1690,0.00754376048984681,-0.222365206633396,0.0207254574704482
"input","input",-0.300855691091539,4028,1412,0.247614486347498,0.112181919723144,0.0196469049930342
"interfac","interfac",-0.275526295209004,4174,1451,0.262699058684429,0.0681980840298444,0.0184569491684234
"fun","fun",-0.328896653417787,3098,1366,-0.120753590218608,0.499640825672764,0.0166635273454562
"github","github",-0.684695686787437,1874,646,0.278001850410428,0.452596358048634,0.0153008405572087
"law","law",-0.637763747334521,2365,726,0.502672375277021,0.178276381159346,0.0143950030339487
"flash","flash",-0.564998469647401,2311,872,0.120073200736074,0.486985290017764,0.014020007035479
"horribl","horribl",-0.71366288273184,1759,593,0.319165692740617,0.432934673562505,0.0128124945237607
"monitor","monitor",-0.47051889399952,3194,1060,0.348732094047724,-0.158838218299768,0.0123504727826573
"profession","profession",-0.223142742348585,2848,1583,-0.416087744708678,-0.668191887420577,0.00965380012110451
"impli","impli",-0.646498186198857,2115,720,0.301039961412548,0.36877929819075,0.00777369113481367
"match","match",0.0938516610802589,4480,2294,-0.319197915848257,-0.244244678186996,0.00629947447299947
"hidden","hidden",-0.351642156016033,3466,1304,0.124952874603182,0.234541511591319,0.00261741005948928
"uniqu","uniqu",-0.0910409965406172,603,1866,-1.34587475109676,-1.44360264949455,0.00222896728572512
"forev","forev",-0.634715345096624,1966,743,0.117427560357071,0.517701220954049,0.000137812071498618
"instanc","instanc",-0.498895815427013,2942,1002,0.300175506107386,0.197090460296583,-0.000543283007681407
"fresh","fresh",-0.461339580943355,2674,1086,0.00165316860106398,0.455258120845925,-0.00147609716545521
"hate","hate",-0.485019291830946,2562,1037,0.00690788814209729,0.455439644096547,-0.00755725319743411
"introduc","introduc",-0.348375592289988,3551,1321,0.143939383292028,0.181659655620097,-0.00759218445928767
"gnome","gnome",-0.388839304441536,2957,1204,-0.00229455933302414,0.357326858548459,-0.0112690017420339
"matter","matter",-0.199838459672729,4021,1643,-0.00772957381217491,-0.172557759852487,-0.0116700912108053
"packag","packag",-0.0570219185850333,3299,1927,-0.470974252697377,-0.492298868914613,-0.0118991007892658
"html","html",-0.526112663383822,2709,951,0.245024893831025,0.241249296885237,-0.0132794908891868
"super","super",0.159042185665123,951,2463,-1.30621084091423,-1.10673807596609,-0.013476859761005
"header","header",-0.555453040376892,2441,887,0.184166791374122,0.324738460952536,-0.0155159293500778
"occur","occur",-0.360444749960675,3167,1293,-0.00647583676961287,-0.320181767566443,-0.0155796063879483
"float","float",-0.620062234126691,2053,760,0.152255208559704,0.420489860129437,-0.0157723884791831
"canada","canada",-0.63446582005969,1587,742,-0.202093996805898,0.786176818664154,-0.0167943327338113
"hang","hang",-0.686271613608109,1724,644,0.136949162772355,0.497701527204678,-0.017206974543692
"thousand","thousand",-0.272657774868428,896,1480,-1.16806805860706,-1.3817049212765,-0.0196736373996632
"interpret","interpret",-0.612591927857661,2300,781,0.305728305730257,0.238812317970845,-0.0226837680521865
"layer","layer",-0.639375275912526,2174,722,0.347392050521519,0.219653545720735,-0.0241098932234238
"measur","measur",-0.604963593117883,2587,795,0.500475286565045,0.0318831592413704,-0.0242017157704892
"hook","hook",-0.704771084807486,1699,607,0.213798852365487,0.417119610557567,-0.0246175406281438
"insid","insid",-0.526544080318974,2609,955,0.171545215018334,0.266502944552866,-0.0294986402492581
"nation","nation",-0.136977307994916,3555,1762,-0.278457031979579,-0.313661668494584,-0.0339242238266371
"flat","flat",-0.707610034545615,1555,603,0.0750589896961495,0.529636779227454,-0.0343047552073371
"power","power",-0.231655999897111,2863,1571,-0.401415839290434,-0.521115085961654,-0.0373189177419637
"deserv","deserv",-0.547852293119553,1795,913,-0.31092957986158,0.746088689789111,-0.0375643943973408
"obviou","obviou",-0.244295667519008,3482,1545,-0.129707664336438,-0.258771271560478,-0.0384106867649895
"quot","quot",0.151031602724159,2548,2395,-0.879249052439064,-0.610469846122238,-0.0392492011975556
"kill","kill",-0.135480976825051,3977,1768,-0.13240845425493,0.14593961150697,-0.0406499398576704
"warn","warn",-0.0795522633320472,170,1904,-1.49319877125973,-1.45041798976714,-0.0407776816082127
"insert","insert",-0.378777855976401,3055,1243,-0.00117109697582722,0.252865865633382,-0.0423610291062821
"java","java",-0.401921571118682,3258,1199,0.162302061964516,0.109760296521225,-0.04328640421098
"paramet","paramet",-0.128387981408959,3235,1778,-0.403271705600194,-0.394975971000898,-0.0455612386694185
"instruct","instruct",-0.250242749352314,3692,1518,-0.0173078965463583,0.1267236757504,-0.0469423233827573
"serv","serv",-0.245445676267726,1719,1537,-0.844898137972242,-0.945916236213346,-0.0481425260088737
"mainli","mainli",-0.609616392957623,2476,792,0.419951384973648,0.0450474673456212,-0.0482058468794515
"join","join",0.300216524827029,4825,2792,-0.460791506302206,-0.0137189607407672,-0.0489520069114699
"februari","februari",-0.717363708545611,1480,585,0.0442806154006348,0.525087729818429,-0.0493317877755158
"pair","pair",0.310106713745295,3287,2831,-0.818023538830865,-0.35831795975563,-0.0498662884433135
"unit","unit",-0.194089529828728,414,1640,-1.39041999164982,-1.42650725017177,-0.0526674237689229
"funni","funni",-0.376526464357921,2623,1263,-0.24115906201424,0.458527575925164,-0.053052650148999
"view","view",-0.126571266829937,213,1787,-1.47435786865282,-1.43630429162113,-0.0548749479538769
"perfect","perfect",0.341908961880567,3053,2912,-0.888989851516099,-0.381573285215656,-0.0551692014732921
"interview","interview",-0.677549529553603,1779,655,0.161524793833872,0.347013231257324,-0.0563371681541358
"echo","echo",-0.678326848447631,1511,649,-0.082791634973126,0.592037005738521,-0.0563604925607456
"screen","screen",-0.112033327128417,1889,1824,-0.897043389670357,-0.839967476066321,-0.0563697469108177
"phone","phone",-0.311226998582776,2730,1387,-0.309524248361905,-0.450227147253561,-0.0568413665637067
"pentest","pentest",-0.386653673629066,2716,1217,-0.143569349014206,-0.359307101630996,-0.056971973670759
"index","index",-0.631979820300001,1986,732,0.159687991774509,0.299112404948811,-0.0577264745255605
"sensit","sensit",-0.471406586730149,1520,1060,-0.646116878304734,-0.941708022472531,-0.0586051475207841
"upload","upload",-0.117776792315285,494,1807,-1.37722736313094,-1.30796170790821,-0.06234748251267
"jump","jump",-0.668497589012444,1836,677,0.158963417896165,0.321217483361293,-0.0627722292516619
"donat","donat",-0.704507283105082,1382,607,-0.115187694167369,0.628057575500896,-0.0638791339238518
"protocol","protocol",-0.510440059120874,2157,979,-0.161490666575345,-0.460685785194727,-0.0704149801671642
"properti","properti",-0.0686242072005305,2141,1908,-0.842564222838688,-0.698131086334279,-0.0710191145683134
"outsid","outsid",-0.352995066135339,2914,1311,-0.149230475695903,-0.288497144280966,-0.0712427991834252
"task","task",-0.324707613219116,926,1355,-1.11893844987904,-1.22800904631833,-0.0718790055932748
"trust","trust",-0.231308428324258,603,1560,-1.30594376197577,-1.31915979107801,-0.0726974664073398
"giant","giant",-0.680633713674415,1583,649,-0.0129048009228184,0.470599956260527,-0.0743128527789021
"proper","proper",-0.329702806348655,2426,1361,-0.426546679790521,-0.527152750986338,-0.0763655783842792
"reduc","reduc",-0.313799283609872,2110,1391,-0.593873650445807,-0.677131068753409,-0.0768472884340901
"brilliant","brilliant",-0.75323568456403,1077,521,-0.247220942917572,0.768339994870126,-0.0773722108704918
"strong","strong",-0.20838943935246,1042,1618,-1.14375219577634,-1.11470180686296,-0.0791466094219465
"phish","phish",-0.585217858808605,2106,828,0.0528251169717193,-0.282225301908517,-0.0833891466427895
"licens","licens",-0.386843869964826,3133,1219,0.0696203959709685,0.0663990232547794,-0.0836081502463594
"paid","paid",-0.0991060723088776,2999,1861,-0.534277106423865,-0.380993159662453,-0.084130006356763
"platform","platform",-0.467403664902421,2441,1070,-0.112329345299088,-0.327249908532732,-0.0841610338895922
"font","font",-0.686290331751366,1518,626,-0.0218608346793541,0.453820207201075,-0.0847769864098816
"produc","produc",-0.152711872179002,2616,1737,-0.600708263219531,-0.496676897519442,-0.08558107929303
"map","map",-0.206910669138366,3438,1597,-0.193292016456778,-0.13929884365801,-0.086967947312378
"pin","pin",0.149994851797207,2549,2368,-0.871341438744342,-0.457962183532015,-0.0877948011383733
"eleg","eleg",-0.748601614925017,1223,529,-0.0930522728645701,0.572946033366005,-0.0895692848078606
"massiv","massiv",-0.291270916892598,3276,1446,-0.122249986355726,-0.140174910219892,-0.091115331009477
"queri","queri",-0.312896032251898,2392,1384,-0.460683257240012,-0.493737194921798,-0.093280698190037
"invalid","invalid",-0.701998792104044,1654,613,0.150295904285244,0.271558321265092,-0.0933815221845691
"loop","loop",-0.152223863816955,3589,1725,-0.238778823495042,-0.1074338789085,-0.0945229361344992
"polici","polici",-0.704418420867996,1722,605,0.243576350403728,-0.177106198234415,-0.094578624076618
"stand","stand",-0.0237008246074622,1081,2040,-1.21563161640144,-0.954951046369441,-0.0947937982131524
"item","item",-0.162664866376617,3636,1708,-0.208398807178558,0.0855156605402033,-0.0951826710049905
"lower","lower",-0.426348496312531,3010,1154,0.093671611661988,0.0434458176762847,-0.096410355658086
"length","length",-0.742654091621788,1500,538,0.206927685180388,0.242304358359064,-0.0978073493607786
"mac","mac",-0.374984359554219,3192,1255,0.0527923808471603,-0.0287575600986371,-0.0978114728694738
"materi","materi",-0.712365237574974,1727,593,0.285171647172957,0.123453888963562,-0.101246567146151
"integ","integ",-0.591631651420997,1997,811,0.00174472039475539,0.272128324557356,-0.105919535489628
"grab","grab",-0.282873678539628,2659,1466,-0.40685051233606,0.370027909930384,-0.106565426981768
"nearli","nearli",-0.360269990011638,2893,1299,-0.146479457227166,-0.186204407347353,-0.106848346630484
"launch","launch",-0.112021847632489,3803,1839,-0.246721251710881,0.0347693103366693,-0.107991263002234
"javascript","javascript",-0.565677602289326,2274,875,0.0877111631279269,0.153954018052254,-0.108004140369715
"inherit","inherit",-0.701657695407233,1516,611,0.0135791827663224,0.354768037847725,-0.111103491597729
"model","model",-0.348314760709709,2945,1308,-0.131088916876118,-0.145997896221929,-0.111135260454633
"router","router",-0.353943178670389,1638,1290,-0.749551760762651,-0.769087631219402,-0.111469102737879
"manufactur","manufactur",-0.736121274708565,1607,550,0.291161166224395,0.104712368100842,-0.113415913461109
"repres","repres",-0.317285066128006,1773,1379,-0.739506012080779,-0.715540343475897,-0.113750244910963
"net","net",-0.250159176289616,3068,1517,-0.275421284363511,-0.178336984647731,-0.115747825335132
"particularli","particularli",-0.564275065861162,2161,881,-0.00423835754030301,-0.214917801401745,-0.11786520733324
"goal","goal",-0.519210797207993,1903,964,-0.305877119235517,0.468059619725474,-0.119009432239345
"gear","gear",-0.486318712230179,2049,1034,-0.301115708898312,0.425420547555303,-0.120671291191063
"offic","offic",-0.706825215222786,1777,600,0.316263805204919,-0.0263936385624267,-0.121389257151813
"termin","termin",-0.218751849365759,743,1582,-1.25358201371862,-1.10416769323129,-0.122722056617696
"overal","overal",-0.560329541118297,2241,889,0.0385451333684984,-0.151479913377662,-0.123434831457379
"minimum","minimum",-0.711828150053007,1665,594,0.216330485765344,0.12057470857534,-0.124974318570774
"reach","reach",-0.129176283098041,2028,1798,-0.838908918775076,-0.591476633864095,-0.125536189336341
"zero","zero",-0.2015627025844,0,1629,-1.54944449955667,-1.36945485697064,-0.127184115056808
"optim","optim",-0.445795858425451,2487,1111,-0.13928157041698,-0.20151678247608,-0.127853548788783
"ultim","ultim",-0.0200995937231359,385,2053,-1.43130929233972,-1.06572212071175,-0.128562255117034
"letter","letter",-0.654792227327683,1723,693,0.0168001849786351,0.251798580205675,-0.128731154047791
"packet","packet",-0.486675474407505,2295,1010,-0.118018558819579,-0.212389223660805,-0.130768269855426
"primari","primari",-0.482362379699857,2112,1031,-0.258989644632265,-0.344366283354338,-0.132328580325928
"sell","sell",-0.251631313000588,1416,1521,-0.962980164114999,-0.814329014881727,-0.133427487411286
"iter","iter",-0.419398755751412,2566,1158,-0.153540151826683,0.170483020546629,-0.134151962343822
"seriou","seriou",-0.313075358153659,1309,1397,-0.959174368264091,-0.866144066664991,-0.13536855325092
"tip","tip",0.00296783360720052,638,2089,-1.35705126062963,-0.946452083972665,-0.13587711434992
"studi","studi",-0.342831891108428,876,1325,-1.13296292260051,-1.06702744356578,-0.136255790047719
"techniqu","techniqu",-0.484241209666942,829,1037,-1.04584725935281,-1.12012837319884,-0.136653365273639
"relev","relev",-0.345898081973247,1735,1327,-0.725806977125565,-0.659919805816051,-0.137261751094253
"nativ","nativ",-0.290740476740601,2803,1434,-0.318094502441807,-0.192128659470699,-0.13890210657057
"tend","tend",-0.382744872138702,758,1247,-1.1665224987951,-1.13114313945509,-0.139374743826237
"invok","invok",-0.69186929008121,1569,632,0.0144715355958775,0.258015932964987,-0.139793940506782
"speak","speak",-0.290540904892895,1119,1445,-1.06161303685781,-0.931132551085017,-0.14034046355523
"militari","militari",-0.539532119876477,2326,918,0.0467087869456813,-0.0717662590786931,-0.140352357950701
"previous","previous",-0.491225821665874,2049,1028,-0.29382974319408,-0.362201678459718,-0.140951295466745
"necessarili","necessarili",-0.480522803220054,2478,1050,-0.062757409212038,-0.110914010780172,-0.144122067217307
"mere","mere",-0.750412609026164,1385,526,0.109269829991016,0.200471853563405,-0.146890308490581
"usernam","usernam",-0.375074059254968,291,1255,-1.40337591177549,-1.33459071755118,-0.147953084493095
"pattern","pattern",-0.349215898106674,2306,1302,-0.433722783834208,-0.338907922548784,-0.148010253130699
"prove","prove",-0.425822370662868,1978,1154,-0.469682483612979,-0.443970239550625,-0.150511538241741
"maximum","maximum",-0.74966932263148,1360,525,0.0824315640984546,0.215437038992856,-0.150600239846723
"market","market",-0.720526255518815,1518,578,0.104997324341599,0.161790437141351,-0.151246164678622
"lazi","lazi",-0.731061865293193,1324,559,-0.0573932369992181,0.329674892561923,-0.152926736576829
"resolv","resolv",-0.36034841080542,1552,1288,-0.790371714192792,-0.686405157224988,-0.154771655924408
"review","review",-0.211872356671325,1389,1608,-1.00528806549586,-0.750134643800755,-0.155675259455475
"anniversari","anniversari",-0.75652702866543,916,515,-0.428985905879129,0.710336222278122,-0.158392237422145
"surpris","surpris",-0.238182152365632,768,1561,-1.23951288103077,-1.00150865849178,-0.158728791634871
"perfectli","perfectli",-0.275694563752201,2607,1479,-0.439042016050734,-0.235464303469727,-0.159757425444403
"side","side",-0.339826119009649,1223,1337,-0.973205540753287,-0.831130105346776,-0.160633851472053
"victim","victim",-0.422301698287078,265,1158,-1.40528446364535,-1.33821656987569,-0.163123197352246
"icon","icon",-0.688779640809918,1382,630,-0.167549450554597,0.366580419825674,-0.163249557179614
"kde","kde",-0.738426755174311,1306,542,-0.0315155015032509,0.280131986796144,-0.163270089960473
"steal","steal",-0.48245360371239,951,1041,-0.973955065131757,-0.965500452007342,-0.163636072278935
"polic","polic",-0.452015570281891,1971,1100,-0.420684771101635,-0.379606818998514,-0.164364507461671
"impress","impress",-0.61904429345309,1587,773,-0.256127458106382,0.379986500277532,-0.165061750427313
"natur","natur",-0.110993885968741,2951,1839,-0.538575105816747,-0.138899085528078,-0.170223302085804
"ran","ran",-0.40188637460973,1895,1207,-0.560414394027103,-0.451056002356586,-0.170414922093416
"gmail","gmail",-0.662889078337312,1383,688,-0.283130788759822,0.426952499913967,-0.173022455727722
"regardless","regardless",-0.48572549566024,1602,1038,-0.577206199561526,-0.541711087484263,-0.173740202579168
"offlin","offlin",-0.74455124481873,1483,535,0.196759329828003,0.0261817526182798,-0.173870054124149
"minim","minim",-0.647549030210854,1815,717,0.0452042658828419,0.0794693545098973,-0.174291803272705
"permiss","permiss",-0.432850910789956,2124,1127,-0.362205474436732,-0.272131098667888,-0.174308428852933
"label","label",-0.655377432805837,1543,698,-0.156871178444432,0.284544712226783,-0.175901299674495
"polit","polit",-0.34435641978476,2182,1321,-0.508902783877745,-0.323833378465839,-0.176475275065555
"sourc","sourc",-0.438495423373016,976,1129,-1.00486229835253,-0.912495015920745,-0.176954235268266
"respect","respect",-0.4519905123703,1467,1107,-0.714629852573842,-0.635483443106291,-0.177045640612617
"notifi","notifi",-0.752553291913554,1404,521,0.14816169684193,0.0718190444438521,-0.17752418354259
"numer","numer",-0.596842732808389,2014,810,0.0168809869227653,-0.0403069872681089,-0.179884919539171
"own","own",-0.507702118866167,2055,989,-0.24049436560086,-0.197339095631084,-0.183619129611981
"subject","subject",-0.426958707576022,831,1154,-1.09581344028002,-0.964705488270166,-0.186022219861959
"pars","pars",-0.443986426107453,2131,1114,-0.344392393265243,-0.226236432667863,-0.187380795568278
"touch","touch",-0.229880622836033,480,1573,-1.35721497932505,-1.02128831408966,-0.188602429357142
"visual","visual",-0.216570959436623,188,1588,-1.47486578072667,-1.12407027167829,-0.189122156161668
"pro","pro",-0.190302383060262,2126,1658,-0.74167713790165,-0.363200546179496,-0.189592991594139
"reliabl","reliabl",-0.52685463192365,1555,953,-0.521558241404045,-0.478996352229163,-0.189805507032844
"reveal","reveal",-0.449910507073644,1346,1109,-0.784867760853349,-0.664771494385502,-0.190002257847164
"prior","prior",-0.594017601708669,1720,821,-0.229690894304307,-0.252317807959452,-0.190463562684508
"regist","regist",-0.414327970808692,1573,1177,-0.707545822543828,-0.549054555375301,-0.190939745992407
"prepar","prepar",-0.491083885382067,1936,1022,-0.35611047234714,-0.264816594626822,-0.194125921034129
"mark","mark",-0.446768202759327,2376,1111,-0.20222008474529,0.065900681816538,-0.19436253522936
"iphon","iphon",-0.732059049010146,1241,557,-0.145906570032822,0.286879852522865,-0.197028588840034
"meet","meet",-0.356372857393414,2594,1302,-0.294378527924378,0.0578519359256042,-0.197633149797396
"privileg","privileg",-0.65495564971409,1498,695,-0.191648339736978,-0.248386495899841,-0.199405831183742
"minor","minor",-0.620679225925945,1911,768,0.0180536409185858,-0.00196457057588328,-0.200220338143825
"null","null",-0.315166556799146,2443,1353,-0.411992083171256,-0.124760497177819,-0.200799380930861
"vendor","vendor",-0.411967293464072,236,1175,-1.42291793867627,-1.22991652197433,-0.201656236722005
